,time,avg,replicas,for pod
0,1672335472035.5852,70.922134,2,"[20.803471, 50.118663]"
1,1672335487224.797,134.714149,3,"[36.353301, 48.374638, 49.98621]"
2,1672335502419.3706,103.60335700000002,3,"[17.09065, 48.522246, 37.990461]"
3,1672335517606.7869,122.206715,3,"[27.817719, 45.250719, 49.138277]"
4,1672335532816.1387,17.324203,1,[17.324203]
5,1672335548004.2888,48.866069,1,[48.866069]
6,1672335563191.644,50.511859,1,[50.511859]
7,1672335578365.9617,92.504412,2,"[44.324514, 48.179898]"
8,1672335593557.12,68.827444,2,"[18.824441, 50.003003]"
9,1672335608748.305,73.212122,2,"[22.743246, 50.468876]"
10,1672335623930.2056,77.402145,2,"[27.493027, 49.909118]"
11,1672335639113.683,58.405165000000004,2,"[8.858387, 49.546778]"
12,1672335654286.151,77.502595,2,"[27.427865, 50.07473]"
13,1672335669479.774,120.56958,3,"[34.350003, 45.175715, 41.043862]"
14,1672335684669.6204,106.128495,3,"[11.050008, 45.090417, 49.98807]"
