,time,master,worker
0,1671995771323.4885,6118.036,11379.192
1,1671995756297.3616,6112.952,11472.236
2,1671995741263.19,6115.164,11386.436
3,1671995726229.675,6113.592,11533.016
4,1671995711207.283,6125.232,11458.896
5,1671995696171.6995,6129.888,11534.084
6,1671995681136.2283,6127.772,11385.688
7,1671995666109.2632,6129.152,11444.344
8,1671995651075.197,6130.508,11147.5
9,1671995636040.7432,6127.272,11523.608
10,1671995621006.2349,6128.688,11079.792
11,1671995605974.544,6125.576,11441.496
12,1671995590942.8713,6128.38,11014.956
13,1671995575913.6323,6185.052,11512.04
14,1671995560879.5342,6117.352,11218.12
15,1671995545844.3196,6120.248,11488.848
