,time,avg,replicas,for pod
0,1672204616932.6956,33.34,1,[33.34]
1,1672204632156.06,149.108,5,"[28.484, 27.484, 30.948, 30.724, 31.468]"
2,1672204647417.9338,31.528,1,[31.528]
3,1672204662622.072,33.304,1,[33.304]
4,1672204677860.6873,118.644,4,"[29.192, 26.344, 32.132, 30.976]"
5,1672204693056.0095,118.644,4,"[29.192, 26.344, 32.132, 30.976]"
6,1672204708250.046,32.56,1,[32.56]
7,1672204723433.9531,33.18,1,[33.18]
8,1672204738631.8503,142.556,5,"[28.54, 28.3, 30.94, 28.616, 26.16]"
9,1672204753838.2463,241.97599999999997,8,"[27.988, 28.54, 35.172, 28.62, 31.26, 28.66, 33.976, 27.76]"
10,1672204769081.4724,36.328,1,[36.328]
11,1672204784281.3298,37.24,1,[37.24]
12,1672204799568.9922,150.46,5,"[27.62, 30.732, 26.916, 28.444, 36.748]"
13,1672204814777.148,264.84799999999996,9,"[24.532, 27.988, 28.724, 28.26, 34.664, 28.772, 27.516, 28.232, 36.16]"
14,1672204830004.5723,505.18399999999997,17,"[27.856, 32.392, 34.868, 27.768, 28.052, 24.844, 27.448, 34.46, 26.908, 29.872, 34.664, 29.068, 28.132, 28.164, 26.84, 36.392, 27.456]"
