,time,avg,replicas,for pod
0,1672494484602.434,64.935347,2,"[15.332807, 49.60254]"
1,1672494499754.0862,64.80297300000001,2,"[14.523826, 50.279147]"
2,1672494514897.2788,79.827763,2,"[29.972071, 49.855692]"
3,1672494530048.8977,64.343006,2,"[14.344036, 49.99897]"
4,1672494545201.2173,71.44331700000001,2,"[21.903072, 49.540245]"
5,1672494560355.2124,70.473265,2,"[20.655217, 49.818048]"
6,1672494575507.3838,68.05668299999999,2,"[18.216239, 49.840444]"
7,1672494590657.759,63.686659,2,"[13.120565, 50.566094]"
8,1672494605814.5674,71.758655,2,"[21.192561, 50.566094]"
9,1672494620965.0332,71.17413,2,"[21.658751, 49.515379]"
10,1672494636117.243,72.272465,2,"[22.626029, 49.646436]"
11,1672494651272.6458,73.289506,2,"[23.263241, 50.026265]"
12,1672494666444.7532,61.756389,2,"[11.927748, 49.828641]"
13,1672494681587.6401,62.820843999999994,2,"[12.681918, 50.138926]"
14,1672494696735.3816,68.237681,2,"[18.098755, 50.138926]"
