,time,master,worker
0,1672825276057.188,283.847494,5278.702258
1,1672825261021.319,405.385774,6369.881122
2,1672825245988.1719,449.322471,5436.628655
3,1672825230956.3909,379.022073,6038.427046
4,1672825215921.6497,256.69656,5447.370963
5,1672825200896.3665,712.53563,5962.431919
6,1672825185866.0425,325.14768,5797.447406
7,1672825170830.3303,377.612885,6415.394885
8,1672825155805.1814,326.259197,5710.666229
9,1672825140773.0098,356.992456,6487.33847
10,1672825125737.6277,387.229261,6951.398558
11,1672825110702.5063,387.229261,6951.398558
12,1672825095671.0562,375.675793,5409.238847
13,1672825080650.795,340.409085,6509.154305
14,1672825065627.356,621.034778,5793.018616
15,1672825050592.5034,170.49391,6061.469571
