,time,master,worker
0,1672825276057.188,6309.672,11213.46
1,1672825261021.319,6318.432,11375.104
2,1672825245988.1719,6459.328,11337.64
3,1672825230956.3909,6388.692,11468.46
4,1672825215921.6497,6296.12,11308.344
5,1672825200896.3665,6307.128,11439.488
6,1672825185866.0425,6455.312,11380.744
7,1672825170830.3303,6446.14,11467.796
8,1672825155805.1814,6383.004,10845.464
9,1672825140773.0098,6316.92,11422.724
10,1672825125737.6277,6449.576,11512.132
11,1672825110702.5063,6449.576,11512.132
12,1672825095671.0562,6376.804,11028.864
13,1672825080650.795,6291.748,11419.072
14,1672825065627.356,6301.432,10774.244
15,1672825050592.5034,6282.48,11343.344
