,time,avg,replicas,for pod
0,1673454467043.384,65.792,2,"[35.924, 29.868]"
1,1673454482208.1829,67.432,2,"[37.692, 29.74]"
2,1673454497369.1155,93.028,3,"[37.512, 25.248, 30.268]"
3,1673454512531.1494,103.416,3,"[37.328, 35.568, 30.52]"
4,1673454527688.6243,103.608,3,"[37.044, 36.604, 29.96]"
5,1673454542851.3894,192.996,6,"[37.044, 28.056, 37.2, 28.468, 32.228, 30.0]"
6,1673454558005.2695,29.62,1,[29.62]
7,1673454573173.913,31.072,1,[31.072]
8,1673454588335.2922,32.368,1,[32.368]
9,1673454603503.752,62.22,2,"[31.0, 31.22]"
10,1673454618669.5886,67.00399999999999,2,"[36.044, 30.96]"
11,1673454633846.3562,66.408,2,"[36.044, 30.364]"
12,1673454649011.9333,122.876,4,"[28.204, 28.308, 36.192, 30.172]"
13,1673454664172.0745,30.184,1,[30.184]
14,1673454679343.936,32.748,1,[32.748]
