,time,avg,replicas,for pod
0,1672493043855.9993,70.00399999999999,2,"[30.516, 39.488]"
1,1672493059031.0144,68.33200000000001,2,"[30.888, 37.444]"
2,1672493074182.6313,69.02799999999999,2,"[30.5, 38.528]"
3,1672493089327.2268,68.472,2,"[30.392, 38.08]"
4,1672493104479.7534,70.25999999999999,2,"[32.156, 38.104]"
5,1672493119634.5625,69.488,2,"[31.464, 38.024]"
6,1672493134786.6846,69.4,2,"[31.072, 38.328]"
7,1672493149933.7449,69.56,2,"[31.012, 38.548]"
8,1672493165077.057,69.908,2,"[31.492, 38.416]"
9,1672493180228.713,70.07600000000001,2,"[31.8, 38.276]"
10,1672493195369.2627,69.48,2,"[31.236, 38.244]"
11,1672493210527.5415,69.432,2,"[31.32, 38.112]"
12,1672493225674.113,69.156,2,"[31.044, 38.112]"
13,1672493240816.2893,69.43599999999999,2,"[30.956, 38.48]"
14,1672493255968.0288,69.084,2,"[30.588, 38.496]"
