,time,avg,replicas,for pod
0,1673452065631.7473,75.333808,2,"[28.205317, 47.128491]"
1,1673452080774.616,60.731925000000004,2,"[11.100745, 49.63118]"
2,1673452095912.5366,106.98463100000001,3,"[28.776595, 28.474926, 49.73311]"
3,1673452111065.6895,126.12367099999999,4,"[44.772855, 18.462376, 19.36002, 43.52842]"
4,1673452126213.5789,28.907897,1,[28.907897]
5,1673452141364.8057,47.288677,1,[47.288677]
6,1673452156517.2087,50.590173,1,[50.590173]
7,1673452171669.766,78.493925,2,"[34.111569, 44.382356]"
8,1673452186816.6157,72.46284,2,"[22.551804, 49.911036]"
9,1673452201968.8093,70.100511,2,"[20.593842, 49.506669]"
10,1673452217120.6228,68.61317700000001,2,"[18.751107, 49.86207]"
11,1673452232272.802,114.633819,3,"[46.102846, 18.668903, 49.86207]"
12,1673452247422.0354,101.189247,3,"[40.813046, 20.815113, 39.561088]"
13,1673452262588.1245,112.557253,3,"[35.622799, 26.787126, 50.147328]"
14,1673452277781.2295,129.861158,4,"[49.609773, 14.808143, 28.075305, 37.367937]"
