,time,avg,replicas,for pod
0,1672478828350.2268,30.792,1,[30.792]
1,1672478843599.2688,108.356,4,"[30.008, 29.072, 25.12, 24.156]"
2,1672478858838.6802,28.932,1,[28.932]
3,1672478874101.7305,31.156,1,[31.156]
4,1672478889373.1758,31.876,1,[31.876]
5,1672478904615.4424,86.64,3,"[30.504, 31.084, 25.052]"
6,1672478919866.7412,99.868,3,"[29.74, 34.88, 35.248]"
7,1672478935108.7268,101.46799999999999,3,"[29.564, 36.656, 35.248]"
8,1672478950353.7886,185.116,6,"[29.284, 36.704, 27.504, 36.596, 28.02, 27.008]"
9,1672478965588.0388,29.384,1,[29.384]
10,1672478980825.475,31.208,1,[31.208]
11,1672478996089.1655,31.26,1,[31.26]
12,1672479011326.1287,58.296,2,"[29.668, 28.628]"
13,1672479026551.3123,29.512,1,[29.512]
14,1672479041794.8335,30.504,1,[30.504]
