,time,avg,replicas,for pod
0,1672648417086.8958,33.252,1,[33.252]
1,1672648432285.0923,33.576,1,[33.576]
2,1672648447453.699,32.732,1,[32.732]
3,1672648462650.54,64.4,2,"[33.496, 30.904]"
4,1672648477816.629,31.204,1,[31.204]
5,1672648493000.0952,32.46,1,[32.46]
6,1672648508178.0647,33.24,1,[33.24]
7,1672648523356.7305,31.816,1,[31.816]
8,1672648538533.51,31.236,1,[31.236]
9,1672648553699.7969,31.372,1,[31.372]
10,1672648568925.3384,32.332,1,[32.332]
11,1672648584096.5828,32.932,1,[32.932]
12,1672648599258.2375,57.227999999999994,2,"[25.084, 32.144]"
13,1672648614437.3857,67.68,2,"[35.892, 31.788]"
14,1672648629610.1592,67.916,2,"[36.98, 30.936]"
