,time,avg,replicas,for pod
0,1671468433145.8855,0.617537,1,[0.617537]
1,1671468448295.4585,0.362502,1,[0.362502]
2,1671468463458.552,0.399249,1,[0.399249]
3,1671468478607.0022,0.360714,1,[0.360714]
4,1671468493753.1963,0.380211,1,[0.380211]
5,1671468508894.5059,0.377141,1,[0.377141]
6,1671468524042.8145,0.450544,1,[0.450544]
7,1671468539188.9968,0.363012,1,[0.363012]
8,1671468554341.7449,1.354941,1,[1.354941]
9,1671468569482.0854,50.304202,1,[50.304202]
10,1671468584635.958,49.961549,1,[49.961549]
11,1671468599792.179,143.386207,3,"[49.624983, 47.656521, 46.104703]"
12,1671468614941.5327,111.71462799999999,3,"[43.476039, 47.021813, 21.216776]"
13,1671468630098.5837,113.953934,3,"[47.018273, 45.03144, 21.904221]"
14,1671468645250.449,48.050779,1,[48.050779]
15,1671468660403.282,50.12091,1,[50.12091]
16,1671468675557.139,97.715749,2,"[50.413612, 47.302137]"
17,1671468690706.6582,70.43716,2,"[46.758141, 23.679019]"
18,1671468705853.8333,60.545728999999994,2,"[19.984495, 40.561234]"
19,1671468720999.0454,108.243977,3,"[13.76829, 49.371023, 45.104664]"
20,1671468736243.5273,109.265983,3,"[21.024551, 44.963529, 43.277903]"
21,1671468751418.8562,111.770917,3,"[25.612669, 37.365403, 48.792845]"
22,1671468766574.745,39.748961,1,[39.748961]
23,1671468781747.9995,49.726339,1,[49.726339]
24,1671468796900.5918,49.373592,1,[49.373592]
25,1671468812072.769,71.588801,2,"[49.762782, 21.826019]"
26,1671468827226.2244,67.771092,2,"[50.522194, 17.248898]"
27,1671468842379.0422,113.81508,3,"[40.805764, 49.329147, 23.680169]"
28,1671468857535.5098,107.428746,3,"[30.079833, 49.558387, 27.790526]"
29,1671468872687.3635,105.136552,3,"[44.188107, 37.112585, 23.83586]"
30,1671468887839.476,157.842332,5,"[31.197098, 43.119608, 40.956622, 18.917688, 23.651316]"
31,1671468902986.871,18.066378,1,[18.066378]
32,1671468918131.1082,49.254538,1,[49.254538]
33,1671468933277.3596,50.222897,1,[50.222897]
34,1671468948425.817,90.094031,2,"[47.674857, 42.419174]"
35,1671468963580.8984,72.547906,2,"[46.277027, 26.270879]"
36,1671468978735.0447,63.848148,2,"[49.762866, 14.085282]"
37,1671468993890.6636,119.33699800000001,3,"[49.728588, 48.777264, 20.831146]"
38,1671469009049.8381,103.585261,3,"[40.714855, 46.471731, 16.398675]"
39,1671469024203.4583,89.21994000000001,3,"[49.788156, 21.242216, 18.189568]"
40,1671469039360.0396,163.857206,5,"[19.641871, 50.082496, 36.827325, 48.596734, 8.70878]"
41,1671469054510.631,18.010952,1,[18.010952]
42,1671469069651.7727,48.23321,1,[48.23321]
43,1671469084792.9915,50.125168,1,[50.125168]
44,1671469099950.495,95.548998,2,"[50.716708, 44.83229]"
45,1671469115088.651,71.09864999999999,2,"[21.747174, 49.351476]"
46,1671469130238.7249,84.674397,2,"[39.619759, 45.054638]"
47,1671469145395.9905,92.20109699999999,3,"[35.580792, 49.076215, 7.54409]"
48,1671469160537.8623,79.70383899999999,4,"[17.875706, 19.003601, 14.853204, 27.971328]"
49,1671469175695.5479,123.33228,4,"[16.09183, 38.534744, 18.808217, 49.897489]"
50,1671469190850.0842,115.58461600000001,4,"[13.45062, 48.529563, 17.481752, 36.122681]"
51,1671469206006.5374,128.75031,5,"[23.015245, 40.742825, 14.387471, 19.506616, 31.098153]"
52,1671469221161.9832,44.979611,1,[44.979611]
53,1671469236318.516,46.936441,1,[46.936441]
54,1671469251465.4897,46.936441,1,[46.936441]
55,1671469266608.7368,60.088316000000006,2,"[10.318524, 49.769792]"
56,1671469281765.422,63.550193,2,"[13.222893, 50.3273]"
57,1671469296923.8303,86.545893,3,"[0.410186, 48.07841, 38.057297]"
58,1671469312084.9194,1.8973939999999998,3,"[0.448624, 0.694135, 0.754635]"
59,1671469327240.1528,1.769079,3,"[0.396335, 0.710298, 0.662446]"
60,1671469342393.7988,1.791287,3,"[0.370381, 0.689831, 0.731075]"
61,1671469357548.42,1.834012,3,"[0.389366, 0.713571, 0.731075]"
62,1671469372701.3203,2.793038,3,"[1.43455, 0.679801, 0.678687]"
63,1671469387861.6292,1.858696,3,"[0.473813, 0.693162, 0.691721]"
64,1671469403005.7495,1.7842170000000002,3,"[0.442491, 0.625252, 0.716474]"
65,1671469418158.1487,4.243510000000001,3,"[0.379138, 0.625252, 3.23912]"
66,1671469433310.0308,1.891839,3,"[0.407629, 0.763465, 0.720745]"
67,1671469448464.0474,1.791836,3,"[0.40146, 0.711464, 0.678912]"
68,1671469463606.2625,1.692828,3,"[0.384589, 0.666875, 0.641364]"
69,1671469478763.4492,1.777437,3,"[0.406956, 0.667857, 0.702624]"
70,1671469493919.366,2.563192,3,"[1.285321, 0.667857, 0.610014]"
71,1671469509073.7349,2.6259569999999997,3,"[1.177144, 0.684603, 0.76421]"
72,1671469524247.804,1.833423,3,"[0.416832, 0.667377, 0.749214]"
73,1671469539401.2795,2.5859639999999997,3,"[0.345767, 0.7261, 1.514097]"
74,1671469554551.6904,1.773112,3,"[0.431768, 0.617722, 0.723622]"
75,1671469569714.2542,1.881364,3,"[0.3829, 0.744873, 0.753591]"
76,1671469584855.4917,1.087691,2,"[0.421135, 0.666556]"
77,1671469600023.1226,0.388435,1,[0.388435]
78,1671469615185.9822,0.485828,1,[0.485828]
79,1671469630336.6487,1.199843,1,[1.199843]
