,time,avg,replicas,for pod
0,1671468433145.8855,28.544,1,[28.544]
1,1671468448295.4585,28.432,1,[28.432]
2,1671468463458.552,28.432,1,[28.432]
3,1671468478607.0022,28.432,1,[28.432]
4,1671468493753.1963,28.432,1,[28.432]
5,1671468508894.5059,28.432,1,[28.432]
6,1671468524042.8145,28.432,1,[28.432]
7,1671468539188.9968,28.432,1,[28.432]
8,1671468554341.7449,29.324,1,[29.324]
9,1671468569482.0854,32.968,1,[32.968]
10,1671468584635.958,33.292,1,[33.292]
11,1671468599792.179,89.612,3,"[34.184, 24.996, 30.432]"
12,1671468614941.5327,103.036,3,"[36.62, 36.156, 30.26]"
13,1671468630098.5837,104.092,3,"[36.82, 37.292, 29.98]"
14,1671468645250.449,31.74,1,[31.74]
15,1671468660403.282,32.22,1,[32.22]
16,1671468675557.139,60.196,2,"[31.136, 29.06]"
17,1671468690706.6582,63.6,2,"[30.616, 32.984]"
18,1671468705853.8333,67.24000000000001,2,"[30.872, 36.368]"
19,1671468720999.0454,97.288,3,"[30.824, 36.096, 30.368]"
20,1671468736243.5273,104.36399999999999,3,"[30.716, 36.616, 37.032]"
21,1671468751418.8562,101.78800000000001,3,"[30.036, 35.936, 35.816]"
22,1671468766574.745,38.108,1,[38.108]
23,1671468781747.9995,37.656,1,[37.656]
24,1671468796900.5918,38.596,1,[38.596]
25,1671468812072.769,66.764,2,"[38.492, 28.272]"
26,1671468827226.2244,66.324,2,"[37.932, 28.392]"
27,1671468842379.0422,96.04,3,"[30.312, 37.18, 28.548]"
28,1671468857535.5098,101.68,3,"[35.248, 37.2, 29.232]"
29,1671468872687.3635,102.37200000000001,3,"[36.42, 36.88, 29.072]"
30,1671468887839.476,164.592,5,"[36.548, 32.016, 37.84, 28.96, 29.228]"
31,1671468902986.871,29.556,1,[29.556]
32,1671468918131.1082,32.572,1,[32.572]
33,1671468933277.3596,31.728,1,[31.728]
34,1671468948425.817,55.70399999999999,2,"[25.304, 30.4]"
35,1671468963580.8984,67.20400000000001,2,"[37.232, 29.972]"
36,1671468978735.0447,67.256,2,"[36.544, 30.712]"
37,1671468993890.6636,92.352,3,"[36.5, 26.032, 29.82]"
38,1671469009049.8381,102.92,3,"[37.656, 35.344, 29.92]"
39,1671469024203.4583,103.016,3,"[37.76, 35.616, 29.64]"
40,1671469039360.0396,158.07600000000002,5,"[28.312, 37.264, 35.636, 27.132, 29.732]"
41,1671469054510.631,29.84,1,[29.84]
42,1671469069651.7727,31.256,1,[31.256]
43,1671469084792.9915,32.14,1,[32.14]
44,1671469099950.495,60.684,2,"[31.448, 29.236]"
45,1671469115088.651,65.74000000000001,2,"[29.976, 35.764]"
46,1671469130238.7249,66.648,2,"[31.092, 35.556]"
47,1671469145395.9905,96.52,3,"[30.696, 30.092, 35.732]"
48,1671469160537.8623,128.87199999999999,4,"[29.32, 32.92, 30.116, 36.516]"
49,1671469175695.5479,130.644,4,"[28.152, 35.492, 30.56, 36.44]"
50,1671469190850.0842,131.736,4,"[28.36, 36.792, 29.708, 36.876]"
51,1671469206006.5374,161.068,5,"[28.868, 37.088, 30.06, 28.556, 36.496]"
52,1671469221161.9832,36.712,1,[36.712]
53,1671469236318.516,37.292,1,[37.292]
54,1671469251465.4897,37.292,1,[37.292]
55,1671469266608.7368,65.892,2,"[28.096, 37.796]"
56,1671469281765.422,66.43599999999999,2,"[28.048, 38.388]"
57,1671469296923.8303,92.504,3,"[27.892, 27.484, 37.128]"
58,1671469312084.9194,92.48,3,"[28.036, 27.316, 37.128]"
59,1671469327240.1528,92.652,3,"[28.056, 27.452, 37.144]"
60,1671469342393.7988,93.024,3,"[28.084, 27.78, 37.16]"
61,1671469357548.42,93.1,3,"[28.096, 27.844, 37.16]"
62,1671469372701.3203,92.872,3,"[27.732, 27.96, 37.18]"
63,1671469387861.6292,93.29599999999999,3,"[27.864, 28.228, 37.204]"
64,1671469403005.7495,93.356,3,"[27.836, 28.296, 37.224]"
65,1671469418158.1487,92.388,3,"[27.836, 28.296, 36.256]"
66,1671469433310.0308,92.71600000000001,3,"[27.876, 28.568, 36.272]"
67,1671469448464.0474,92.884,3,"[27.888, 28.716, 36.28]"
68,1671469463606.2625,93.164,3,"[28.02, 28.864, 36.28]"
69,1671469478763.4492,93.40799999999999,3,"[28.18, 28.932, 36.296]"
70,1671469493919.366,93.18799999999999,3,"[27.96, 28.932, 36.296]"
71,1671469509073.7349,92.39599999999999,3,"[27.06, 29.04, 36.296]"
72,1671469524247.804,92.47999999999999,3,"[27.06, 29.124, 36.296]"
73,1671469539401.2795,92.22,3,"[27.06, 29.368, 35.792]"
74,1671469554551.6904,92.176,3,"[27.064, 29.32, 35.792]"
75,1671469569714.2542,92.38,3,"[27.088, 29.5, 35.792]"
76,1671469584855.4917,56.568,2,"[27.096, 29.472]"
77,1671469600023.1226,27.112,1,[27.112]
78,1671469615185.9822,27.14,1,[27.14]
79,1671469630336.6487,26.768,1,[26.768]
