,time,master,worker
0,1672746202919.443,391.52406,6471.829965
1,1672746187884.0754,642.646518,5541.890821
2,1672746172862.5579,444.657588,6717.383928
3,1672746157826.2476,210.15769,5168.528636
4,1672746142789.92,444.64939,5975.009599
5,1672746127758.1057,640.013951,5260.99433
6,1672746112725.895,203.313742,6313.638568
7,1672746097692.5881,386.629412,5074.382918
8,1672746082658.1045,403.797817,6165.692227
9,1672746067630.1414,445.070556,4988.182225
10,1672746052607.8618,521.152843,6403.596483
11,1672746037576.0112,354.071986,5335.974848
12,1672746022542.4265,174.067032,6203.702646
13,1672746007515.7737,445.201947,5766.359687
14,1672745992479.786,159.487885,5855.551061
15,1672745977445.704,143.392904,5540.05094
