,time,observed
0,1673451825455.6523,1
1,1673451840591.812,1
2,1673451855746.6233,1
3,1673451870889.8054,2
4,1673451886041.582,2
5,1673451901192.5293,2
6,1673451916348.4243,2
7,1673451931491.154,3
8,1673451946665.9417,3
9,1673451961821.3618,3
10,1673451976970.8103,3
11,1673451992112.944,5
12,1673452007264.6082,1
13,1673452022408.9204,1
14,1673452037547.0476,2
