,time,master,worker
0,1672824795822.4294,299.132663,5628.74051
1,1672824780791.5488,752.537184,6947.874673
2,1672824765766.6572,291.27794,5347.725357
3,1672824750732.211,317.322223,6210.692221
4,1672824735699.166,260.790978,5360.754472
5,1672824720674.568,296.32292,6195.273373
6,1672824705638.886,282.675946,5385.585212
7,1672824690611.1565,557.451259,6038.802157
8,1672824675573.461,297.950868,5004.345974
9,1672824660547.5845,396.24725,6273.509914
10,1672824645506.3354,267.159859,4733.316414
11,1672824630476.7258,517.5006,5439.331844
12,1672824615441.4434,275.188338,5631.22003
13,1672824600408.872,298.327259,5721.077327
14,1672824585380.3303,443.077258,6973.211696
15,1672824570360.333,486.928342,5303.868739
