,time,master,worker
0,1672484647027.8958,6200.792,11423.644
1,1672484631994.1494,6203.304,11251.88
2,1672484616970.3044,6324.416,11644.012
3,1672484601933.8848,6325.624,11506.04
4,1672484586901.644,6230.528,11570.052
5,1672484571866.5461,6222.3,11391.584
6,1672484556830.713,6213.812,10719.792
7,1672484541794.5947,6360.2,11532.432
8,1672484526758.4824,6229.548,10806.976
9,1672484511725.5137,6216.412,11215.864
10,1672484496703.2114,6187.708,10775.948
11,1672484481667.2053,6357.144,11507.64
12,1672484466632.4497,6231.836,10862.304
13,1672484451595.9568,6247.936,11331.916
14,1672484436560.7585,6144.236,10986.38
15,1672484421526.0327,6364.892,11590.588
