,time,master,worker
0,1672484647027.8958,245.373345,6041.507395
1,1672484631994.1494,744.05802,5118.909119
2,1672484616970.3044,343.210638,6029.255237
3,1672484601933.8848,369.598984,6135.103342
4,1672484586901.644,321.498639,5717.378219
5,1672484571866.5461,370.953336,6085.120269
6,1672484556830.713,719.842629,5955.963933
7,1672484541794.5947,495.751567,6671.96881
8,1672484526758.4824,338.883115,6550.692875
9,1672484511725.5137,333.802831,5806.511394
10,1672484496703.2114,889.648338,5333.259386
11,1672484481667.2053,512.892825,6463.646947
12,1672484466632.4497,442.137085,5852.781136
13,1672484451595.9568,616.17534,6080.504822
14,1672484436560.7585,671.735108,4671.101675
15,1672484421526.0327,462.739595,6567.638211
