,time,avg,replicas,for pod
0,1672825531262.8792,117.685067,4,"[44.839359, 8.66806, 21.147357, 43.030291]"
1,1672825546485.7183,39.663582,1,[39.663582]
2,1672825561693.2808,157.13926,4,"[23.292995, 35.684314, 48.443587, 49.718364]"
3,1672825577103.2083,52.808873999999996,2,"[9.438024, 43.37085]"
4,1672825592296.6328,47.304012,1,[47.304012]
5,1672825607538.4346,50.036621,1,[50.036621]
6,1672825622730.0637,87.933416,2,"[38.193594, 49.739822]"
7,1672825637917.0164,21.33778,1,[21.33778]
8,1672825653135.489,48.140292,1,[48.140292]
9,1672825668339.579,96.475189,2,"[46.811932, 49.663257]"
10,1672825683550.2346,168.407915,5,"[50.025131, 21.003214, 49.309166, 21.074101, 26.996303]"
11,1672825698757.4395,21.701259,1,[21.701259]
12,1672825713944.6462,49.290072,1,[49.290072]
13,1672825729139.0215,98.079114,2,"[47.168989, 50.910125]"
14,1672825744342.9915,149.851069,5,"[12.773509, 35.37765, 3.201786, 48.406012, 50.092112]"
