,time,master,worker
0,1672825756474.8958,6339.028,11366.216
1,1672825741451.8213,6335.072,11491.504
2,1672825726418.962,6315.072,11032.956
3,1672825711384.6426,6312.488,11450.884
4,1672825696356.102,6373.544,11202.352
5,1672825681331.0327,6363.252,11504.024
6,1672825666295.4944,6313.688,11172.104
7,1672825651260.6165,6305.196,11438.376
8,1672825636226.2283,6336.7,11240.128
9,1672825621191.4097,6334.744,11470.62
10,1672825606160.8345,6305.688,11146.356
11,1672825591130.1626,6304.844,11437.084
12,1672825576095.6177,6335.052,11226.168
13,1672825561068.4739,6326.1,11410.56
14,1672825546033.746,6274.128,11182.088
15,1672825531000.4875,6389.216,11463.204
