,time,avg,replicas,for pod
0,1672492323428.7524,73.13368299999999,2,"[22.948566, 50.185117]"
1,1672492338581.199,79.15038899999999,2,"[29.69786, 49.452529]"
2,1672492353730.4905,69.46524,2,"[19.314034, 50.151206]"
3,1672492368876.3645,67.551024,2,"[17.79837, 49.752654]"
4,1672492384040.1887,71.77248900000001,2,"[22.040679, 49.73181]"
5,1672492399195.012,66.380228,2,"[17.109857, 49.270371]"
6,1672492414359.804,73.85725500000001,2,"[23.814799, 50.042456]"
7,1672492429517.0332,73.895009,2,"[24.156644, 49.738365]"
8,1672492444669.6946,62.193282999999994,2,"[12.076308, 50.116975]"
9,1672492459828.6228,64.493523,2,"[14.95963, 49.533893]"
10,1672492474986.7314,77.999154,2,"[27.705685, 50.293469]"
11,1672492490132.0212,73.227864,2,"[23.318319, 49.909545]"
12,1672492505286.4807,68.06027900000001,2,"[18.202131, 49.858148]"
13,1672492520443.0498,65.529886,2,"[15.557044, 49.972842]"
14,1672492535598.685,73.133586,2,"[23.029346, 50.10424]"
