,time,master,worker
0,1672492548758.6045,6136.508,10727.52
1,1672492533725.9033,6131.036,11393.268
2,1672492518691.3088,6138.132,11497.332
3,1672492503656.5884,6137.808,11393.956
4,1672492488621.8389,6139.056,10725.756
5,1672492473587.4363,6137.032,11451.192
6,1672492458562.671,6138.348,10751.124
7,1672492443526.484,6135.964,11414.748
8,1672492428491.6304,6138.164,10700.856
9,1672492413459.3218,6140.728,11201.452
10,1672492398425.8599,6137.956,11474.456
11,1672492383390.041,6135.236,11175.22
12,1672492368355.826,6135.684,11465.528
13,1672492353321.05,6135.256,11167.468
14,1672492338286.419,6136.704,11457.584
15,1672492323250.5906,6136.876,11162.664
