,time,master,worker
0,1672489165733.2249,6171.824,11242.884
1,1672489150698.91,6176.988,11424.552
2,1672489135664.2266,6173.612,11215.948
3,1672489120608.1978,6172.512,11414.328
4,1672489105574.3867,6173.164,11206.26
5,1672489090555.0442,6172.356,11390.992
6,1672489075530.0728,6173.28,11188.42
7,1672489060495.6072,6172.568,11386.412
8,1672489045460.3428,6185.776,11264.124
9,1672489030434.5151,6167.096,11462.64
10,1672489015399.5308,6167.884,11250.544
11,1672489000377.7424,6171.72,11452.8
12,1672488985342.7957,6170.156,11244.316
13,1672488970308.6924,6168.364,11409.212
14,1672488955274.5645,6170.632,11182.008
15,1672488940234.7766,6172.596,11393.328
