,time,master,worker
0,1673455412799.932,221.474242,6309.242242
1,1673455397765.6353,142.080292,5206.340763
2,1673455382731.4233,192.890315,6103.636509
3,1673455367705.155,177.747544,4868.057556
4,1673455352680.9617,159.276074,6040.625393
5,1673455337645.4802,229.480904,5222.300853
6,1673455322610.9736,436.420676,6177.422445
7,1673455307575.1802,241.384047,5554.975137
8,1673455292552.381,288.001644,6250.491753
9,1673455277522.354,154.393308,5584.043298
10,1673455262487.6162,177.751368,6165.343653
11,1673455247461.7495,183.24304,5810.062003
12,1673455232427.2908,202.549034,5998.909905
13,1673455217400.2058,294.631527,5566.948871
14,1673455202365.6228,763.763699,6077.056916
15,1673455187330.5212,247.471272,5477.180411
