,time,avg,replicas,for pod
0,1673455187424.1711,37.52,1,[37.52]
1,1673455202588.0178,38.864,1,[38.864]
2,1673455217751.454,39.228,1,[39.228]
3,1673455232915.1956,67.624,2,"[29.06, 38.564]"
4,1673455248074.6638,67.66,2,"[28.336, 39.324]"
5,1673455263283.805,98.648,3,"[31.132, 28.796, 38.72]"
6,1673455278526.179,102.076,3,"[34.908, 29.196, 37.972]"
7,1673455293701.9312,104.62,3,"[37.6, 28.44, 38.58]"
8,1673455308869.4885,38.152,1,[38.152]
9,1673455324027.6135,38.244,1,[38.244]
10,1673455339196.0347,38.944,1,[38.944]
11,1673455354350.2742,66.988,2,"[39.16, 27.828]"
12,1673455369517.441,66.84400000000001,2,"[38.404, 28.44]"
13,1673455384682.4375,100.576,3,"[38.556, 28.556, 33.464]"
14,1673455399842.9795,102.844,3,"[37.796, 28.88, 36.168]"
