,time,master,worker
0,1672481524901.8125,6202.276,11291.592
1,1672481509866.6772,6294.884,11029.9
2,1672481494837.6128,6227.044,11404.092
3,1672481479805.5542,6193.408,11490.56
4,1672481464772.8137,6309.892,11440.96
5,1672481449737.4395,6255.136,11522.828
6,1672481434696.9558,6191.332,11380.568
7,1672481419662.0178,6307.892,11661.716
8,1672481404634.0967,6216.192,11469.576
9,1672481389607.5835,6187.452,11557.18
10,1672481374585.6492,6317.02,11619.064
11,1672481359551.0063,6269.108,10829.776
12,1672481344519.15,6185.004,11492.624
13,1672481329493.016,6181.364,10776.76
14,1672481314457.5203,6301.648,11644.38
15,1672481299425.5728,6241.016,11145.472
