,time,avg,replicas,for pod
0,1672786563638.3538,69.612,2,"[39.824, 29.788]"
1,1672786578810.7305,68.988,2,"[38.864, 30.124]"
2,1672786593978.0981,69.232,2,"[39.472, 29.76]"
3,1672786609135.865,68.984,2,"[38.848, 30.136]"
4,1672786624305.7834,69.156,2,"[39.28, 29.876]"
5,1672786639470.443,69.952,2,"[39.832, 30.12]"
6,1672786654626.8462,69.55199999999999,2,"[39.832, 29.72]"
7,1672786669785.5442,68.976,2,"[38.868, 30.108]"
8,1672786684941.4924,69.432,2,"[39.492, 29.94]"
9,1672786700131.8647,70.26,2,"[39.404, 30.856]"
10,1672786715293.3337,69.768,2,"[39.064, 30.704]"
11,1672786730452.7993,70.252,2,"[38.388, 31.864]"
12,1672786745599.9192,69.44800000000001,2,"[39.464, 29.984]"
13,1672786760747.2527,69.928,2,"[39.248, 30.68]"
14,1672786775909.1313,70.412,2,"[40.072, 30.34]"
