,time,avg,replicas,for pod
0,1673453746579.148,70.024448,2,"[20.472865, 49.551583]"
1,1673453761751.3718,120.409368,3,"[48.717144, 21.917715, 49.774509]"
2,1673453776907.1665,111.764791,3,"[49.023075, 20.439977, 42.301739]"
3,1673453792056.4348,100.463933,3,"[40.421542, 17.436542, 42.605849]"
4,1673453807218.1653,152.54296300000001,5,"[18.821746, 24.264827, 40.421542, 26.428999, 42.605849]"
5,1673453822364.7358,36.954831,1,[36.954831]
6,1673453837501.643,36.954831,1,[36.954831]
7,1673453852657.4792,49.920192,1,[49.920192]
8,1673453867827.5784,65.133033,2,"[49.711176, 15.421857]"
9,1673453882974.664,62.830694,2,"[49.921961, 12.908733]"
10,1673453898132.5884,111.562635,3,"[49.539518, 14.159874, 47.863243]"
11,1673453913310.1345,87.126721,3,"[50.296546, 13.625354, 23.204821]"
12,1673453928468.549,85.900979,3,"[38.16389, 12.496996, 35.240093]"
13,1673453943631.8052,133.699038,4,"[42.920584, 23.048558, 18.64746, 49.082436]"
14,1673453958775.5583,34.031311,1,[34.031311]
