,time,master,worker
0,1673453971959.0603,6033.612,11218.908
1,1673453956924.8623,6115.404,11517.788
2,1673453941889.4087,6095.36,11237.732
3,1673453926856.4377,6081.836,11540.8
4,1673453911821.4077,6061.216,11238.504
5,1673453896794.1665,6064.016,11540.564
6,1673453881759.2385,6061.568,11220.468
7,1673453866730.311,6061.432,11505.392
8,1673453851694.3816,6055.18,11217.42
9,1673453836666.8403,6044.208,11401.284
10,1673453821632.813,6152.14,11125.64
11,1673453806602.673,6121.54,11424.616
12,1673453791567.2275,6106.968,11101.116
13,1673453776533.2166,6060.264,11441.284
14,1673453761512.641,6057.388,11085.804
15,1673453746488.6655,5992.904,11378.588
