,time,avg,replicas,for pod
0,1672480819332.484,184.682544,21,"[0.373917, 1.024998, 38.826974, 0.364905, 0.415769, 1.158861, 0.348981, 1.836838, 0.684736, 0.430224, 0.702412, 1.223917, 38.099642, 48.693634, 0.372396, 0.639206, 0.627195, 0.382781, 3.32144, 44.725977, 0.427741]"
1,1672480834604.8271,10.634701,2,"[7.313261, 3.32144]"
2,1672480849844.7102,42.778683,1,[42.778683]
3,1672480865081.9912,49.579825,1,[49.579825]
4,1672480880321.7446,140.89898399999998,3,"[50.02418, 42.535869, 48.338935]"
5,1672480895564.6333,100.91433699999999,3,"[40.293387, 24.448221, 36.172729]"
6,1672480910801.4822,98.75252599999999,3,"[46.917708, 11.230108, 40.60471]"
7,1672480926054.8547,115.84794300000001,4,"[35.372148, 9.247897, 21.25466, 49.973238]"
8,1672480941290.3047,42.066746,1,[42.066746]
9,1672480956532.058,39.413655,1,[39.413655]
10,1672480971804.4382,83.364265,2,"[50.122005, 33.24226]"
11,1672480987032.3352,111.381896,3,"[46.000538, 48.841895, 16.539463]"
12,1672481002270.244,113.375945,3,"[40.915437, 49.883037, 22.577471]"
13,1672481017528.0537,106.225088,3,"[47.086105, 38.725416, 20.413567]"
14,1672481032753.0732,138.225811,5,"[28.504159, 28.782033, 45.417441, 22.506503, 13.015675]"
