,time,master,worker
0,1672481044652.7517,6251.956,11301.0
1,1672481029618.505,6102.0,10939.616
2,1672481014583.4517,6190.308,11545.16
3,1672480999548.6826,6190.28,10901.292
4,1672480984514.6584,6183.828,11548.164
5,1672480969480.3958,6191.32,10971.196
6,1672480954443.5073,6158.288,11516.152
7,1672480939410.3245,6251.54,11129.644
8,1672480924374.9895,6234.74,11544.876
9,1672480909340.3186,6185.956,11073.944
10,1672480894306.0854,6181.712,11567.052
11,1672480879271.9673,6181.56,11092.648
12,1672480864237.9172,6131.768,11444.908
13,1672480849203.0833,6131.176,11104.04
14,1672480834177.8586,6167.188,11499.684
15,1672480819142.1118,6474.968,11521.932
