,time,master,worker
0,1673452531208.8794,244.476897,5852.411645
1,1673452516184.088,199.994251,5304.523514
2,1673452501149.5225,342.885933,5914.688849
3,1673452486117.4448,241.081378,5533.111102
4,1673452471082.3228,192.788915,5936.699985
5,1673452456047.0369,224.615838,5444.067768
6,1673452441019.569,180.733546,5941.891538
7,1673452425985.4163,178.698869,5416.328477
8,1673452410949.9194,200.703384,5898.443211
9,1673452395922.687,154.217116,5618.97593
10,1673452380886.3335,175.953237,6175.391833
11,1673452365863.3914,204.297237,5469.338306
12,1673452350828.791,215.67186,6220.290709
13,1673452335793.9482,196.739756,5420.107471
14,1673452320759.424,808.208254,6432.58938
15,1673452305725.2388,215.897422,5462.036907
