,time,avg,replicas,for pod
0,1672483701372.9897,30.54,1,[30.54]
1,1672483716592.17,32.432,1,[32.432]
2,1672483731830.2605,31.852,1,[31.852]
3,1672483747040.946,63.391999999999996,2,"[33.044, 30.348]"
4,1672483762256.0708,67.416,2,"[36.164, 31.252]"
5,1672483777471.265,69.6,2,"[38.96, 30.64]"
6,1672483792689.2798,101.78,3,"[38.288, 33.0, 30.492]"
7,1672483807917.4248,103.41999999999999,3,"[38.04, 34.596, 30.784]"
8,1672483823136.7766,103.924,3,"[36.784, 36.704, 30.436]"
9,1672483838382.5527,132.604,4,"[36.98, 28.064, 37.576, 29.984]"
10,1672483853603.372,30.892,1,[30.892]
11,1672483868838.417,31.292,1,[31.292]
12,1672483884046.6628,31.956,1,[31.956]
13,1672483899264.306,58.572,2,"[30.272, 28.3]"
14,1672483914485.394,66.66,2,"[29.8, 36.86]"
