,time,observed
0,1672476426851.7576,10
1,1672476442030.2273,2
2,1672476457233.6917,5
3,1672476472424.7266,10
4,1672476487604.6387,0
5,1672476502784.55,1
6,1672476517955.3293,5
7,1672476533170.298,5
8,1672476548339.298,0
9,1672476563528.3252,1
10,1672476578710.1296,5
11,1672476593924.046,5
12,1672476609104.8718,1
13,1672476624349.3882,1
14,1672476639529.3613,10
