,time,avg,replicas,for pod
0,1672476426851.7576,0.9883609999999999,2,"[0.408168, 0.580193]"
1,1672476442030.2273,22.840184999999998,2,"[22.186597, 0.653588]"
2,1672476457233.6917,113.548024,4,"[13.801193, 31.839505, 26.599762, 41.307564]"
3,1672476472424.7266,218.368678,7,"[33.010204, 31.716334, 22.67654, 17.322538, 48.288149, 15.629697, 49.725216]"
4,1672476487604.6387,118.116801,3,"[44.870566, 25.425657, 47.820578]"
5,1672476502784.55,48.23886,1,[48.23886]
6,1672476517955.3293,85.87266500000001,2,"[49.885432, 35.987233]"
7,1672476533170.298,203.758056,5,"[40.830574, 35.451669, 47.897396, 31.655867, 47.92255]"
8,1672476548339.298,17.567006,1,[17.567006]
9,1672476563528.3252,48.299724,1,[48.299724]
10,1672476578710.1296,89.34252699999999,2,"[49.79803, 39.544497]"
11,1672476593924.046,200.97922599999998,5,"[34.446959, 26.417274, 47.417496, 48.713167, 43.98433]"
12,1672476609104.8718,10.607478,1,[10.607478]
13,1672476624349.3882,48.726416,1,[48.726416]
14,1672476639529.3613,44.339667,1,[44.339667]
