,time,master,worker
0,1673516046262.7808,137.132854,5984.228833
1,1673516031236.7983,183.748478,5372.820373
2,1673516016200.6653,182.216246,5864.020632
3,1673516001180.0498,167.79128,5196.495938
4,1673515986144.8013,133.931084,6319.887754
5,1673515971109.7156,167.373513,5564.884212
6,1673515956074.1426,181.735883,6048.842209
7,1673515941039.3193,164.48987,5578.122419
8,1673515926012.5854,151.930534,6189.308251
9,1673515910977.9844,177.728734,5703.298093
10,1673515895944.4712,174.766105,5971.157599
11,1673515880909.9194,162.278823,5657.269385
12,1673515865886.6008,151.768831,5749.642663
13,1673515850865.5054,391.42635,5554.570214
14,1673515835844.4766,175.341672,6086.9912
15,1673515820808.84,162.280908,5706.221863
