,time,observed
0,1671888251279.1504,2
1,1671888266486.9998,2
2,1671888281668.7485,2
3,1671888296849.5464,2
4,1671888312036.8774,2
5,1671888327216.0605,2
6,1671888342401.858,2
7,1671888357589.1743,2
8,1671888372774.9207,2
9,1671888387954.5227,2
10,1671888403136.9712,2
11,1671888418315.0547,2
12,1671888433491.1384,2
13,1671888448670.9736,2
14,1671888463852.5964,2
