,time,observed
0,1672705632604.6978,1
1,1672705647780.681,1
2,1672705662948.3242,5
3,1672705678121.6218,5
4,1672705693293.8176,1
5,1672705708468.705,3
6,1672705723638.6885,5
7,1672705738810.922,5
8,1672705753986.684,5
9,1672705769202.9578,10
10,1672705784370.9905,1
11,1672705799534.915,2
12,1672705814711.0427,5
13,1672705829887.0957,5
14,1672705845052.3337,1
