,time,master,worker
0,1671895440847.8083,6239.928,11055.684
1,1671895425817.624,6199.704,11404.796
2,1671895410785.0032,6200.812,10788.772
3,1671895395750.925,6300.212,11369.236
4,1671895380714.8818,6294.488,11607.52
5,1671895365692.7578,6236.932,11051.0
6,1671895350657.8025,6234.428,11507.44
7,1671895335622.657,6232.248,11325.396
8,1671895320590.652,6231.012,11482.6
9,1671895305566.9692,6240.248,11365.28
10,1671895290537.5022,6237.844,11524.152
11,1671895275502.6445,6241.944,11321.504
12,1671895260481.6807,6239.192,11461.076
13,1671895245449.72,6242.676,10999.0
14,1671895230414.761,6267.088,11561.608
15,1671895215392.3347,6208.764,11307.368
