,time,avg,replicas,for pod
0,1672492803701.692,68.94,2,"[31.004, 37.936]"
1,1672492818856.3936,69.888,2,"[30.984, 38.904]"
2,1672492834009.657,69.416,2,"[30.4, 39.016]"
3,1672492849161.4675,69.468,2,"[30.652, 38.816]"
4,1672492864317.4392,69.44399999999999,2,"[30.336, 39.108]"
5,1672492879468.2617,69.3,2,"[31.316, 37.984]"
6,1672492894638.592,69.296,2,"[30.952, 38.344]"
7,1672492909794.979,70.38,2,"[31.552, 38.828]"
8,1672492924948.8667,68.612,2,"[30.676, 37.936]"
9,1672492940097.7751,68.224,2,"[30.428, 37.796]"
10,1672492955252.2664,68.892,2,"[30.724, 38.168]"
11,1672492970399.3257,68.524,2,"[30.844, 37.68]"
12,1672492985544.7705,68.232,2,"[30.312, 37.92]"
13,1672493000688.5537,68.56,2,"[30.64, 37.92]"
14,1672493015847.0344,67.968,2,"[30.388, 37.58]"
