,time,master,worker
0,1672493029040.9421,159.894927,5930.207706
1,1672493014008.2925,165.058998,5452.13546
2,1672492998982.997,151.164158,5789.17309
3,1672492983948.416,167.287028,5259.41211
4,1672492968914.4836,153.055625,5949.826799
5,1672492953879.356,203.582449,5623.300786
6,1672492938846.4985,165.493809,5807.625013
7,1672492923822.8413,171.175258,5428.986415
8,1672492908788.0686,158.216117,5164.554599
9,1672492893754.0044,207.892011,6043.136601
10,1672492878723.2617,151.190023,5393.497832
11,1672492863688.628,164.732843,5864.099198
12,1672492848654.139,161.676122,5355.501563
13,1672492833627.739,192.983636,5974.872019
14,1672492818593.036,361.118751,5528.894259
15,1672492803558.5356,167.546998,6051.520979
