,time,observed
0,1672476666952.8735,1
1,1672476682145.159,10
2,1672476697399.609,1
3,1672476712582.761,5
4,1672476727776.6587,9
5,1672476742983.666,1
6,1672476758172.0889,1
7,1672476773355.2883,5
8,1672476788537.1982,10
9,1672476803727.645,1
10,1672476818904.5554,1
11,1672476834090.8154,10
12,1672476849299.2605,5
13,1672476864508.9546,1
14,1672476879681.5054,10
