,time,avg,replicas,for pod
0,1672476666952.8735,35.404,1,[35.404]
1,1672476682145.159,30.496,1,[30.496]
2,1672476697399.609,32.276,1,[32.276]
3,1672476712582.761,86.556,3,"[28.884, 28.228, 29.444]"
4,1672476727776.6587,176.67200000000003,6,"[30.992, 27.976, 28.864, 25.796, 29.604, 33.44]"
5,1672476742983.666,29.184,1,[29.184]
6,1672476758172.0889,33.044,1,[33.044]
7,1672476773355.2883,57.46,2,"[30.056, 27.404]"
8,1672476788537.1982,200.952,7,"[26.736, 26.236, 29.944, 30.312, 25.376, 29.352, 32.996]"
9,1672476803727.645,30.016,1,[30.016]
10,1672476818904.5554,31.256,1,[31.256]
11,1672476834090.8154,30.2,1,[30.2]
12,1672476849299.2605,150.56,5,"[27.608, 27.892, 29.004, 32.208, 33.848]"
13,1672476864508.9546,33.324,1,[33.324]
14,1672476879681.5054,0.0,0,[]
