,time,master,worker
0,1672475931888.4622,6115.632,11417.14
1,1672475916860.2715,6115.852,11561.78
2,1672475901839.4263,6118.332,10812.308
3,1672475886805.474,6094.176,11478.14
4,1672475871778.9568,6173.348,11163.628
5,1672475856741.7856,6123.012,11542.844
6,1672475841702.972,6082.54,11146.568
7,1672475826666.7732,6203.564,11624.284
8,1672475811644.047,6193.716,11151.336
9,1672475796621.7676,6139.488,11482.024
10,1672475781590.408,6080.648,11100.444
11,1672475766555.6035,6077.448,11443.924
12,1672475751520.367,6200.1,11521.528
13,1672475736481.0913,6199.716,11632.628
14,1672475721449.1995,6152.66,11443.448
15,1672475706414.6194,6069.58,11591.572
