,time,avg,replicas,for pod
0,1672475706622.2036,185.97132499999998,5,"[18.550472, 47.951775, 48.765066, 20.547474, 50.156538]"
1,1672475721790.9622,173.554312,6,"[9.582908, 47.951775, 48.765066, 27.242206, 33.379871, 6.632486]"
2,1672475736951.82,280.435107,10,"[18.303374, 45.18256, 27.245128, 43.131947, 28.25586, 23.295528, 12.761046, 18.550035, 18.783609, 44.92602]"
3,1672475752140.054,12.489132,1,[12.489132]
4,1672475767318.849,49.852709,1,[49.852709]
5,1672475782479.2124,49.974438,1,[49.974438]
6,1672475797648.067,178.14423899999997,5,"[26.710925, 21.449667, 33.236723, 48.992327, 47.754597]"
7,1672475812809.1326,275.577812,9,"[21.973485, 14.375157, 14.223122, 28.226325, 31.880634, 47.988414, 39.412038, 45.736862, 31.761775]"
8,1672475828013.8503,16.704795,1,[16.704795]
9,1672475843182.3904,47.694344,1,[47.694344]
10,1672475858353.8896,84.611021,2,"[35.228547, 49.382474]"
11,1672475873515.0144,24.042272,1,[24.042272]
12,1672475888679.9116,22.452138,1,[22.452138]
13,1672475903855.9883,23.503752,2,"[4.239251, 19.264501]"
14,1672475919025.6592,105.18959899999999,5,"[1.671201, 31.354315, 1.130513, 28.461234, 42.572336]"
