,time,avg,replicas,for pod
0,1672475706622.2036,129.908,5,"[23.368, 26.952, 23.988, 24.036, 31.564]"
1,1672475721790.9622,160.96,6,"[27.9, 26.952, 23.988, 26.9, 28.184, 27.036]"
2,1672475736951.82,303.0919999999999,10,"[28.36, 29.964, 34.612, 32.632, 33.86, 28.308, 28.648, 28.396, 27.9, 30.412]"
3,1672475752140.054,28.248,1,[28.248]
4,1672475767318.849,29.72,1,[29.72]
5,1672475782479.2124,30.168,1,[30.168]
6,1672475797648.067,141.19199999999998,5,"[29.212, 25.324, 27.032, 34.352, 25.272]"
7,1672475812809.1326,272.69599999999997,9,"[30.236, 27.888, 29.14, 26.804, 27.432, 27.264, 36.616, 33.808, 33.508]"
8,1672475828013.8503,29.384,1,[29.384]
9,1672475843182.3904,31.292,1,[31.292]
10,1672475858353.8896,60.016,2,"[29.188, 30.828]"
11,1672475873515.0144,29.276,1,[29.276]
12,1672475888679.9116,29.604,1,[29.604]
13,1672475903855.9883,53.748000000000005,2,"[29.484, 24.264]"
14,1672475919025.6592,136.4,5,"[29.492, 27.16, 25.152, 27.18, 27.416]"
