,time,avg,replicas,for pod
0,1672823369759.163,31.328,1,[31.328]
1,1672823384940.7285,113.73599999999999,4,"[25.476, 28.604, 29.94, 29.716]"
2,1672823400137.592,69.508,2,"[35.12, 34.388]"
3,1672823415329.8035,37.592,1,[37.592]
4,1672823430525.0999,37.748,1,[37.748]
5,1672823445742.8557,66.50399999999999,2,"[37.912, 28.592]"
6,1672823460941.6084,68.132,2,"[38.692, 29.44]"
7,1672823476134.5298,99.412,3,"[39.228, 29.44, 30.744]"
8,1672823491332.2312,101.65199999999999,3,"[38.52, 28.652, 34.48]"
9,1672823506542.5127,102.45599999999999,3,"[38.12, 28.804, 35.532]"
10,1672823521741.0273,164.44400000000002,5,"[38.676, 29.728, 36.008, 28.8, 31.232]"
11,1672823536950.934,28.996,1,[28.996]
12,1672823552133.1333,32.164,1,[32.164]
13,1672823567331.63,31.292,1,[31.292]
14,1672823582533.694,57.944,2,"[30.676, 27.268]"
