,time,avg,replicas,for pod
0,1672823369759.163,50.098983,1,[50.098983]
1,1672823384940.7285,137.561176,4,"[48.403105, 26.270414, 29.754593, 33.133064]"
2,1672823400137.592,108.76491200000001,3,"[46.559439, 48.688342, 13.517131]"
3,1672823415329.8035,37.310897,1,[37.310897]
4,1672823430525.0999,50.020725,1,[50.020725]
5,1672823445742.8557,66.585713,2,"[49.885778, 16.699935]"
6,1672823460941.6084,69.390569,2,"[50.315424, 19.075145]"
7,1672823476134.5298,129.40508599999998,3,"[50.331933, 29.977269, 49.095884]"
8,1672823491332.2312,100.9982,3,"[49.304255, 20.59922, 31.094725]"
9,1672823506542.5127,100.279634,3,"[50.099607, 15.021222, 35.158805]"
10,1672823521741.0273,172.46845700000003,5,"[50.571834, 21.414537, 40.766216, 18.206114, 41.509756]"
11,1672823536950.934,16.499977,1,[16.499977]
12,1672823552133.1333,49.14721,1,[49.14721]
13,1672823567331.63,50.526249,1,[50.526249]
14,1672823582533.694,95.53781699999999,2,"[47.508612, 48.029205]"
