,time,avg,replicas,for pod
0,1672418066589.934,68.872,2,"[37.42, 31.452]"
1,1672418081760.0557,68.132,2,"[37.948, 30.184]"
2,1672418096927.606,67.884,2,"[38.132, 29.752]"
3,1672418112088.003,180.15600000000003,6,"[37.792, 27.952, 29.46, 28.924, 27.96, 28.068]"
4,1672418127252.707,29.492,1,[29.492]
5,1672418142423.3572,31.592,1,[31.592]
6,1672418157586.4,31.52,1,[31.52]
7,1672418172750.8733,164.292,5,"[28.212, 30.152, 35.028, 35.62, 35.28]"
8,1672418187904.7622,32.832,1,[32.832]
9,1672418203066.7249,31.028,1,[31.028]
10,1672418218234.9246,157.612,5,"[31.376, 30.924, 32.188, 29.628, 33.496]"
11,1672418233526.5264,162.832,5,"[35.308, 30.16, 32.188, 29.128, 36.048]"
12,1672418248689.452,31.508,1,[31.508]
13,1672418263858.413,32.004,1,[32.004]
14,1672418279023.6936,115.66399999999999,4,"[29.296, 30.352, 24.276, 31.74]"
