,time,master,worker
0,1672700334387.151,6254.672,11215.108
1,1672700319352.609,6249.7,11347.568
2,1672700304317.7856,6250.788,11169.104
3,1672700289294.7954,6242.864,10681.156
4,1672700274269.2388,6215.176,11199.02
5,1672700259249.9446,6274.864,10549.796
6,1672700244221.668,6280.092,11229.084
7,1672700229186.3726,6272.492,10528.472
8,1672700214150.0134,6246.124,11238.744
9,1672700199117.141,6243.252,11343.188
10,1672700184083.0247,6247.8,11206.176
11,1672700169050.052,6238.812,10511.204
12,1672700154026.382,6213.516,11213.02
13,1672700138999.2727,6274.78,10554.808
14,1672700123969.956,6275.236,11062.156
15,1672700108936.3284,6274.804,10554.048
