,time,avg,replicas,for pod
0,1672823850033.213,102.624,3,"[30.472, 37.068, 35.084]"
1,1672823865243.7793,158.476,5,"[30.064, 28.5, 36.66, 35.996, 27.256]"
2,1672823880458.9438,135.388,4,"[30.044, 32.352, 36.66, 36.332]"
3,1672823895655.6133,32.396,1,[32.396]
4,1672823910847.914,31.904,1,[31.904]
5,1672823926053.3845,31.04,1,[31.04]
6,1672823941254.9348,66.164,2,"[35.888, 30.276]"
7,1672823956507.0393,32.332,1,[32.332]
8,1672823971692.7432,32.7,1,[32.7]
9,1672823986903.1482,64.1,2,"[32.252, 31.848]"
10,1672824002101.1045,68.124,2,"[31.328, 36.796]"
11,1672824017302.2844,68.42,2,"[31.624, 36.796]"
12,1672824032505.5835,95.928,3,"[30.872, 36.848, 28.208]"
13,1672824047706.532,103.936,3,"[31.96, 37.012, 34.964]"
14,1672824062931.3923,103.248,3,"[30.572, 37.084, 35.592]"
