,time,observed
0,1672823850033.213,3
1,1672823865243.7793,6
2,1672823880458.9438,6
3,1672823895655.6133,1
4,1672823910847.914,1
5,1672823926053.3845,2
6,1672823941254.9348,2
7,1672823956507.0393,2
8,1672823971692.7432,1
9,1672823986903.1482,2
10,1672824002101.1045,2
11,1672824017302.2844,2
12,1672824032505.5835,3
13,1672824047706.532,3
14,1672824062931.3923,3
