,time,master,worker
0,1672592448147.4,6086.044,11404.328
1,1672592433112.8428,6141.112,11285.532
2,1672592418078.322,6136.24,11457.264
3,1672592403049.6006,6108.556,11547.54
4,1672592388013.94,6138.856,11388.048
5,1672592372979.4324,6217.828,10846.188
6,1672592357955.606,6199.784,11463.924
7,1672592342933.5085,6168.368,10825.656
8,1672592327899.1208,6178.224,11436.016
9,1672592312864.0781,6152.824,10775.16
10,1672592297842.1792,6149.264,11411.504
11,1672592282808.0352,6181.004,10886.756
12,1672592267782.8562,6173.568,11471.108
13,1672592252748.1104,6144.792,10763.964
14,1672592237712.6296,6142.048,11411.472
15,1672592222679.219,6146.388,10776.224
