,time,avg,replicas,for pod
0,1672481059451.8052,38.548,1,[38.548]
1,1672481074688.8372,38.692,1,[38.692]
2,1672481089932.4048,94.828,3,"[38.064, 27.728, 29.036]"
3,1672481105159.3032,38.332,1,[38.332]
4,1672481120402.5076,38.696,1,[38.696]
5,1672481135636.6565,119.81199999999998,4,"[27.808, 26.816, 37.904, 27.284]"
6,1672481150884.1501,184.63200000000003,6,"[27.744, 28.128, 28.72, 37.904, 33.7, 28.436]"
7,1672481166155.5378,38.084,1,[38.084]
8,1672481181376.502,37.84,1,[37.84]
9,1672481196602.2798,121.856,4,"[28.164, 27.744, 38.184, 27.764]"
10,1672481211827.8435,38.864,1,[38.864]
11,1672481227091.1218,38.864,1,[38.864]
12,1672481242317.8499,122.328,4,"[38.372, 28.356, 27.744, 27.856]"
13,1672481257557.717,38.66,1,[38.66]
14,1672481272783.0654,39.012,1,[39.012]
