,time,avg,replicas,for pod
0,1672491363039.9766,68.936,2,"[30.544, 38.392]"
1,1672491378195.5422,67.97200000000001,2,"[30.46, 37.512]"
2,1672491393370.1448,68.844,2,"[30.64, 38.204]"
3,1672491408529.091,68.636,2,"[30.432, 38.204]"
4,1672491423688.0007,69.564,2,"[31.484, 38.08]"
5,1672491438844.722,69.484,2,"[30.432, 39.052]"
6,1672491453987.2668,68.488,2,"[30.732, 37.756]"
7,1672491469143.9058,68.88,2,"[30.392, 38.488]"
8,1672491484323.2183,68.904,2,"[30.684, 38.22]"
9,1672491499507.0444,70.08,2,"[31.688, 38.392]"
10,1672491514660.093,68.904,2,"[30.512, 38.392]"
11,1672491529837.482,70.34,2,"[31.536, 38.804]"
12,1672491544991.7734,69.176,2,"[30.708, 38.468]"
13,1672491560148.6997,69.208,2,"[30.756, 38.452]"
14,1672491575314.7444,68.812,2,"[30.668, 38.144]"
