,time,avg,replicas,for pod
0,1671834217661.0964,32.648,1,[32.648]
1,1671834232828.0867,33.052,1,[33.052]
2,1671834247999.027,33.228,1,[33.228]
3,1671834263171.0813,63.19199999999999,2,"[30.648, 32.544]"
4,1671834278345.2627,67.50399999999999,2,"[31.592, 35.912]"
5,1671834293507.2083,68.484,2,"[31.736, 36.748]"
6,1671834308686.8994,67.58,2,"[30.832, 36.748]"
7,1671834323862.931,68.688,2,"[31.128, 37.56]"
8,1671834339026.708,69.456,2,"[31.416, 38.04]"
9,1671834354199.2212,69.976,2,"[31.648, 38.328]"
10,1671834369370.3586,69.92,2,"[31.592, 38.328]"
11,1671834384543.0525,69.316,2,"[31.696, 37.62]"
12,1671834399707.2183,69.068,2,"[30.5, 38.568]"
13,1671834414868.9631,70.648,2,"[31.392, 39.256]"
14,1671834430024.3047,69.456,2,"[30.808, 38.648]"
