,time,observed
0,1672487259491.5366,3
1,1672487274689.2534,3
2,1672487289877.0684,3
3,1672487305050.5461,4
4,1672487320230.1172,1
5,1672487335400.3645,2
6,1672487350606.8328,2
7,1672487365774.9785,2
8,1672487380955.577,3
9,1672487396141.9539,3
10,1672487411322.5059,3
11,1672487426567.7915,3
12,1672487441753.7,5
13,1672487456931.3997,5
14,1672487472111.7112,1
