,time,avg,replicas,for pod
0,1672821688690.4026,69.02000000000001,2,"[30.552, 38.468]"
1,1672821703845.4358,95.284,3,"[30.132, 26.408, 38.744]"
2,1672821719012.4446,181.95600000000002,6,"[28.036, 30.076, 28.78, 27.948, 38.68, 28.436]"
3,1672821734373.1067,191.964,6,"[33.728, 27.008, 30.9, 28.22, 37.288, 34.82]"
4,1672821749771.4128,33.284,1,[33.284]
5,1672821764937.7883,56.74,2,"[26.756, 29.984]"
6,1672821780126.4275,151.27200000000002,5,"[30.616, 31.248, 29.604, 29.736, 30.068]"
7,1672821795319.4097,94.39999999999999,3,"[33.056, 33.72, 27.624]"
8,1672821810480.6467,36.744,1,[36.744]
9,1672821825650.9248,64.964,2,"[27.316, 37.648]"
10,1672821840855.8223,127.316,4,"[28.448, 28.664, 37.376, 32.828]"
11,1672821856079.454,134.084,4,"[32.504, 28.56, 37.312, 35.708]"
12,1672821871252.65,37.368,1,[37.368]
13,1672821886423.522,65.408,2,"[38.324, 27.084]"
14,1672821901594.9907,124.232,4,"[29.48, 37.52, 28.632, 28.6]"
