,time,avg,replicas,for pod
0,1672821688690.4026,65.399687,2,"[15.188367, 50.21132]"
1,1672821703845.4358,87.31992600000001,3,"[7.791148, 30.141258, 49.38752]"
2,1672821719012.4446,185.640378,6,"[48.550377, 10.466576, 16.434873, 11.455679, 50.165811, 48.567062]"
3,1672821734373.1067,195.064064,7,"[34.389611, 31.001803, 14.814791, 15.342441, 14.640518, 47.947197, 36.927703]"
4,1672821749771.4128,49.51634,1,[49.51634]
5,1672821764937.7883,81.98157,2,"[35.613654, 46.367916]"
6,1672821780126.4275,152.736125,5,"[12.164587, 44.00265, 47.455169, 10.006919, 39.1068]"
7,1672821795319.4097,57.218942,3,"[5.886582, 12.807791, 38.524569]"
8,1672821810480.6467,36.735534,1,[36.735534]
9,1672821825650.9248,83.270738,2,"[33.167907, 50.102831]"
10,1672821840855.8223,138.139148,4,"[24.510264, 18.706402, 49.39317, 45.529312]"
11,1672821856079.454,158.503185,4,"[43.133196, 20.148379, 45.001978, 50.219632]"
12,1672821871252.65,36.000562,1,[36.000562]
13,1672821886423.522,80.224443,2,"[49.72315, 30.501293]"
14,1672821901594.9907,142.51191,4,"[48.493043, 49.205179, 22.865362, 21.948326]"
