,time,avg,replicas,for pod
0,1672487979960.0806,50.202031,1,[50.202031]
1,1672487995136.0833,80.11514,2,"[49.225506, 30.889634]"
2,1672488010311.268,76.057302,2,"[49.758501, 26.298801]"
3,1672488025490.7622,68.613308,2,"[49.581915, 19.031393]"
4,1672488040669.5986,120.327051,3,"[49.814109, 41.937411, 28.575531]"
5,1672488055842.6116,23.491288,1,[23.491288]
6,1672488071014.9512,49.710647,1,[49.710647]
7,1672488086224.2915,50.313801,1,[50.313801]
8,1672488101399.8035,49.731231,1,[49.731231]
9,1672488116586.6067,76.379493,2,"[45.29722, 31.082273]"
10,1672488131760.9521,72.95847,2,"[49.966607, 22.991863]"
11,1672488146945.031,67.64595,2,"[49.505978, 18.139972]"
12,1672488162113.2683,73.626083,2,"[49.505978, 24.120105]"
13,1672488177274.626,102.729528,3,"[49.839079, 13.250028, 39.640421]"
14,1672488192430.7576,100.98965199999999,3,"[50.293433, 16.489936, 34.206283]"
