,time,master,worker
0,1672030351355.1118,6233.536,11454.372
1,1672030336320.7622,6231.912,11043.796
2,1672030321290.1094,6287.864,11507.448
3,1672030306267.7039,6266.7,10963.088
4,1672030291233.4346,6267.552,11500.908
5,1672030276199.091,6240.892,10922.108
6,1672030261175.006,6236.064,11464.376
7,1672030246139.4387,6296.54,11243.624
8,1672030231108.7737,6263.08,11546.256
9,1672030216073.5583,6261.98,11260.82
10,1672030201038.7937,6196.18,11557.016
11,1672030186019.2039,6199.428,11017.252
12,1672030170984.261,6259.336,11600.824
13,1672030155949.4268,6261.252,11683.46
14,1672030140927.6208,6230.052,11569.116
15,1672030125892.2605,6165.684,11625.804
