,time,avg,replicas,for pod
0,1672599667329.0647,59.924438,2,"[10.482309, 49.442129]"
1,1672599682486.0989,69.06481600000001,2,"[18.916415, 50.148401]"
2,1672599697681.3208,110.54575399999999,3,"[33.739653, 26.93316, 49.872941]"
3,1672599712872.4314,113.01463,4,"[11.245619, 12.994575, 49.198146, 39.57629]"
4,1672599728071.575,136.06717600000002,4,"[17.885303, 23.170255, 49.979447, 45.032171]"
5,1672599743239.748,49.979447,1,[49.979447]
6,1672599758409.139,46.20179,1,[46.20179]
7,1672599773566.5642,87.181315,2,"[50.156265, 37.02505]"
8,1672599788729.7258,109.280373,3,"[42.592383, 50.087137, 16.600853]"
9,1672599803908.756,127.582684,4,"[31.143058, 49.649438, 18.619564, 28.170624]"
10,1672599819077.4019,60.522947,3,"[22.165023, 29.857854, 8.50007]"
11,1672599834252.7937,154.176656,5,"[41.116393, 26.370289, 44.130965, 19.965319, 22.59369]"
12,1672599849421.3909,150.108511,5,"[39.354284, 38.404664, 31.228409, 18.771199, 22.349955]"
13,1672599864589.7415,42.007782,1,[42.007782]
14,1672599879763.621,0.0,0,[]
