,time,avg,replicas,for pod
0,1672487019409.5823,32.028,1,[32.028]
1,1672487034591.2988,31.84,1,[31.84]
2,1672487049768.3928,60.44,2,"[30.848, 29.592]"
3,1672487064980.388,66.924,2,"[36.94, 29.984]"
4,1672487080162.2588,66.38,2,"[37.136, 29.244]"
5,1672487095342.7935,94.108,3,"[25.78, 37.88, 30.448]"
6,1672487110523.9788,102.67999999999999,3,"[34.128, 38.388, 30.164]"
7,1672487125715.2283,105.664,3,"[37.716, 36.752, 31.196]"
8,1672487140906.5706,161.572,5,"[37.016, 37.52, 29.02, 29.856, 28.16]"
9,1672487156092.572,162.712,5,"[37.244, 38.116, 28.74, 29.732, 28.88]"
10,1672487171269.9363,160.56,5,"[37.216, 36.928, 29.016, 29.312, 28.088]"
11,1672487186479.2134,36.612,1,[36.612]
12,1672487201660.5566,38.944,1,[38.944]
13,1672487216844.4658,67.192,2,"[38.12, 29.072]"
14,1672487232054.088,65.952,2,"[37.484, 28.468]"
