,time,master,worker
0,1672707058778.4907,6233.656,11456.356
1,1672707043744.141,6234.588,10860.568
2,1672707028709.1763,6233.608,11373.56
3,1672707013674.3672,6233.068,10869.26
4,1672706998639.6902,6233.372,11404.604
5,1672706983605.0347,6241.944,11674.356
6,1672706968577.6375,6240.424,11349.704
7,1672706953548.694,6238.34,11614.744
8,1672706938513.612,6235.684,11358.42
9,1672706923479.0305,6237.772,11546.684
10,1672706908447.2588,6236.444,11339.64
11,1672706893421.0437,6241.532,11534.652
12,1672706878386.583,6240.388,11339.66
13,1672706863361.8203,6397.584,11670.096
14,1672706848327.713,6392.072,11415.824
15,1672706833293.1562,6278.08,11400.1
